PPvec,blockVec,stimLevelVec,sidVec,chanVec,PPfromAvgVec,rmsVec
4.07381093014595e-05,1,5000,"01fee",1,7.79039460440706e-06,1.36817221623535e-05
6.48184357521727e-05,1,5000,"01fee",2,3.11404518365723e-05,2.65222199310502e-05
9.18869779382339e-05,1,5000,"01fee",3,7.20608005563276e-05,3.75808618781563e-05
0.000188833182350876,1,5000,"01fee",4,0.000186902320326584,5.92494292814746e-05
NaN,1,5000,"01fee",5,0.00064887195968528,0.000170681954034311
NaN,1,5000,"01fee",6,NaN,NaN
NaN,1,5000,"01fee",7,NaN,NaN
6.55551547380203e-05,1,5000,"01fee",8,3.13115400877309e-05,2.09224677294381e-05
4.03510058438793e-05,1,5000,"01fee",1,1.25718041023306e-05,1.18401939722055e-05
NaN,1,5000,"01fee",2,4.32576316984091e-05,2.36497197043634e-05
9.19543743715572e-05,1,5000,"01fee",3,6.73722744463576e-05,3.06365194508525e-05
0.000177590926028824,1,5000,"01fee",4,0.000172629804365075,5.83736867230027e-05
0.000662618471638179,1,5000,"01fee",5,0.000645249215308384,0.00017975504041061
NaN,1,5000,"01fee",6,NaN,0
NaN,1,5000,"01fee",7,NaN,0
8.82760212238208e-05,1,5000,"01fee",8,7.09575743437684e-05,3.53073872235485e-05
3.45419876910577e-05,1,5000,"01fee",1,7.08527251453636e-06,1.6765446554363e-05
4.6476402297993e-05,1,5000,"01fee",2,1.74422846248573e-05,1.62754643682432e-05
6.48641576699114e-05,1,5000,"01fee",3,3.87660440170819e-05,1.6558626212516e-05
0.00016680930786651,1,5000,"01fee",4,0.00015732769635021,3.85258391798053e-05
0.000638750200207234,1,5000,"01fee",5,0.000618324481323766,0.00017182061677706
NaN,1,5000,"01fee",6,NaN,0
NaN,1,5000,"01fee",7,NaN,0
5.53319607162515e-05,1,5000,"01fee",8,5.19900822209081e-05,2.01918293047908e-05
9.23799343721994e-05,1,5000,"01fee",1,6.57156971388671e-05,4.99786745581487e-05
0.000103676470653451,1,5000,"01fee",2,9.12496141628345e-05,3.75802976370894e-05
