"","aal.distance","aal.label","ba.distance","ba.label"
"1",0,Parietal_Inf_L,1,Left-BA39
"2",2,Parietal_Inf_L,3.3166247903554,Left-BA40
"3",1,Postcentral_L,2.44948974278318,Left-PrimSensory (1)
"4",0,Postcentral_L,2.82842712474619,Left-PrimSensory (1)
"5",1.4142135623731,Postcentral_L,3.3166247903554,Left-PrimMotor (4)
"6",0,Precentral_L,1.4142135623731,Left-BA6
"7",0,Precentral_L,0,Left-BA6
"8",0,Frontal_Mid_L,0,Left-BA6
