"","aal.distance","aal.label","ba.distance","ba.label"
"1",1,Angular_L,1.73205080756888,Left-BA39
"2",0,Parietal_Inf_L,0,Left-BA39
"3",0,Parietal_Inf_L,2.82842712474619,Left-PrimSensory (1)
"4",0,Postcentral_L,0,Left-PrimSensory (1)
"5",0,Postcentral_L,1.4142135623731,Left-PrimSensory (1)
"6",0,Precentral_L,2.82842712474619,Left-BA6
"7",0,Precentral_L,2.44948974278318,Left-BA6
"8",1.4142135623731,Frontal_Mid_L,3.74165738677394,Left-BA6
