"","aal.distance","aal.label","ba.distance","ba.label"
"1",0,Parietal_Sup_L,1,Left-BA7
"2",1.4142135623731,Parietal_Sup_L,2.44948974278318,Left-BA7
"3",3.3166247903554,Parietal_Sup_L,7.07106781186548,Left-BA7
"4",1,Postcentral_L,2.82842712474619,Left-PrimSensory (1)
"5",0,Postcentral_L,2.23606797749979,Left-PrimMotor (4)
"6",0,Precentral_L,3,Left-BA6
"7",0,Precentral_L,2,Left-BA6
"8",0,Precentral_L,2.23606797749979,Left-BA6
