"","aal.distance","aal.label","ba.distance","ba.label"
"1",0,Precuneus_L,0,Left-BA7
"2",1,Precuneus_L,1,Left-BA7
"3",0,Parietal_Sup_L,0,Left-BA7
"4",0,Parietal_Sup_L,1.73205080756888,Left-BA7
"5",0,Postcentral_L,1.73205080756888,Left-PrimSensory (1)
"6",0,Postcentral_L,1.73205080756888,Left-PrimMotor (4)
"7",1,Precentral_L,4.12310562561766,Left-BA6
"8",1,Precentral_L,4.12310562561766,Left-BA6
