"","aal.distance","aal.label","ba.distance","ba.label"
"1",2.23606797749979,Parietal_Sup_R,2.44948974278318,Right-BA7
"2",0,Parietal_Sup_R,1.4142135623731,Right-BA7
"3",0,Parietal_Sup_R,0,Right-BA7
"4",0,Parietal_Sup_R,2.23606797749979,Right-BA7
"5",0,Postcentral_R,1.4142135623731,Right-PrimSensory (1)
"6",2.23606797749979,Postcentral_R,5.8309518948453,Right-PrimMotor (4)
"7",1,Precentral_R,2.82842712474619,Right-BA6
"8",2,Frontal_Sup_R,5,Right-BA6
