"","aal.distance","aal.label","ba.distance","ba.label"
"1",0,Parietal_Sup_L,0,Left-BA7
"2",0,Parietal_Sup_L,0,Left-BA7
"3",0,Parietal_Sup_L,1,Left-BA7
"4",0,Postcentral_L,1.4142135623731,Left-PrimSensory (1)
"5",0,Postcentral_L,3,Left-PrimSensory (1)
"6",0,Precentral_L,2,Left-BA6
"7",0,Precentral_L,4,Left-BA6
"8",2,Precentral_L,4.24264068711928,Left-BA6
