"","aal.distance","aal.label","ba.distance","ba.label"
"1",1,Parietal_Sup_L,0,Left-BA7
"2",0,Parietal_Sup_L,0,Left-BA7
"3",0,Parietal_Sup_L,1,Left-BA7
"4",1,Parietal_Sup_L,3.46410161513775,Left-PrimSensory (1)
"5",0,Postcentral_L,1,Left-PrimSensory (1)
"6",0,Precentral_L,1.4142135623731,Left-PrimMotor (4)
"7",1,Precentral_L,2.23606797749979,Left-BA6
"8",0,Precentral_L,1,Left-BA6
