"","aal.distance","aal.label","ba.distance","ba.label"
"1",0,Angular_R,0,Right-BA39
"2",0,Parietal_Inf_R,1,Right-BA39
"3",1,Parietal_Sup_R,1.73205080756888,Right-BA7
"4",2.23606797749979,Parietal_Sup_R,5,Right-PrimSensory (1)
"5",1,Postcentral_R,2.23606797749979,Right-PrimSensory (1)
"6",0,Postcentral_R,2.82842712474619,Right-PrimSensory (1)
"7",0,Precentral_R,1.73205080756888,Right-BA6
"8",1,Frontal_Mid_R,2.82842712474619,Right-BA6
